,0
1086,"[ 9.22104087e-01 -2.01315462e-03  1.82121012e+00 -4.32530082e-03
  2.69633118e+00 -7.94935373e-03  3.54645435e+00 -1.18983975e-02
  4.37060571e+00 -1.81852627e-02  5.16675945e+00 -2.48361177e-02
  5.93492854e+00 -3.28508779e-02  6.67410009e+00 -4.12426276e-02
  7.38230026e+00 -5.20371968e-02  8.05950305e+00 -6.32347547e-02
  8.70570845e+00 -7.48353013e-02  9.31991656e+00 -8.68518362e-02
  9.90112746e+00 -9.92973589e-02  1.04503541e+01 -1.13158785e-01
  1.09665575e+01 -1.25449369e-01  1.14497636e+01 -1.38168940e-01
  1.19019594e+01 -1.50291585e-01  1.23231449e+01 -1.61817303e-01
  1.27133069e+01 -1.71746178e-01  1.30754713e+01 -1.82039043e-01
  1.34105990e+01 -1.89683152e-01  1.37207288e+01 -1.97652251e-01
  1.40078345e+01 -2.03920511e-01  1.42749290e+01 -2.09448848e-01
  1.45240249e+01 -2.15211179e-01  1.47580962e+01 -2.19168673e-01
  1.49801684e+01 -2.23282163e-01  1.51942283e+01 -2.26499735e-01
  1.54023017e+01 -2.30795219e-01  1.81870805e+01 -2.72597648e-01]"
1087,"[ 5.84798615e-01 -5.96490485e-03  1.14909781e+00 -1.41147036e-02
  1.69262088e+00 -2.64301626e-02  2.21465415e+00 -4.07921644e-02
  2.71505926e+00 -5.81910923e-02  3.19284584e+00 -7.84885949e-02
  3.64716184e+00 -1.00555938e-01  4.07687854e+00 -1.25245154e-01
  4.48425341e+00 -1.50852178e-01  4.86617694e+00 -1.77952341e-01
  5.22490660e+00 -2.04841577e-01  5.56044239e+00 -2.31519888e-01
  5.87292266e+00 -2.56996889e-01  6.16347616e+00 -2.80420549e-01
  6.43309325e+00 -3.01929219e-01  6.68389306e+00 -3.20809218e-01
  6.91898509e+00 -3.36485215e-01  7.13836934e+00 -3.48957211e-01
  7.34699773e+00 -3.58916962e-01  7.54487025e+00 -3.66364467e-01
  7.73707717e+00 -3.71001100e-01  7.92460888e+00 -3.72965210e-01
  8.11142691e+00 -3.72810202e-01  8.29865999e+00 -3.69684045e-01
  8.49026966e+00 -3.64140142e-01  8.68526554e+00 -3.56040143e-01
  8.88760914e+00 -3.45937452e-01  9.09870592e+00 -3.30999271e-01
  9.31954626e+00 -3.11363950e-01  1.26295301e+01  6.00464922e-01]"
1088,"[ 7.31216793e-01 -2.64615942e-03  1.44747889e+00 -7.60685470e-03
  2.14974407e+00 -1.28615284e-02  2.83603378e+00 -1.94519569e-02
  3.50734780e+00 -2.73571417e-02  4.16168656e+00 -3.66190798e-02
  4.80002885e+00 -4.62169932e-02  5.42239567e+00 -5.71506615e-02
  6.02776624e+00 -6.84413035e-02  6.61716133e+00 -8.10677003e-02
  7.18958117e+00 -9.50508503e-02  7.74500475e+00 -1.09390974e-01
  8.28445287e+00 -1.25066853e-01  8.80690473e+00 -1.41099705e-01
  9.31336012e+00 -1.57468533e-01  9.80281925e+00 -1.74194334e-01
  1.02752821e+01 -1.91277110e-01  1.07297490e+01 -2.08737857e-01
  1.11672196e+01 -2.26555578e-01  1.15866732e+01 -2.43751492e-01
  1.19891305e+01 -2.61304380e-01  1.23725710e+01 -2.78256459e-01
  1.27379945e+01 -2.94586730e-01  1.30844012e+01 -3.10316193e-01
  1.34137906e+01 -3.25402850e-01  1.37241632e+01 -3.39888698e-01
  1.40165188e+01 -3.53752739e-01  1.42908363e+01 -3.65995193e-01
  1.45481577e+01 -3.78594621e-01  1.63783164e+01 -4.62182542e-01]"
1089,"[ 8.20422145e-01 -7.09973339e-04  1.63094908e+00 -3.17632865e-03
  2.43158081e+00 -7.39906594e-03  3.21740770e+00 -1.47549329e-02
  3.98635958e+00 -2.43986698e-02  4.73659409e+00 -3.84763572e-02
  5.46696226e+00 -5.50696952e-02  6.17546986e+00 -7.43305374e-02
  6.86019859e+00 -9.74078511e-02  7.52015134e+00 -1.24377563e-01
  8.15417915e+00 -1.53321373e-01  8.76327912e+00 -1.84163355e-01
  9.34453584e+00 -2.18128402e-01  9.89979168e+00 -2.53070434e-01
  1.04270524e+01 -2.89141304e-01  1.09283123e+01 -3.26189160e-01
  1.14035713e+01 -3.64214001e-01  1.18528294e+01 -4.03215826e-01
  1.22770838e+01 -4.43118710e-01  1.26772555e+01 -4.82849611e-01
  1.30554149e+01 -5.23253790e-01  1.34115618e+01 -5.64331246e-01
  1.37487636e+01 -6.06851313e-01  1.40690145e+01 -6.50662136e-01
  1.43722385e+01 -6.94766602e-01  1.46635731e+01 -7.40779304e-01
  1.49420211e+01 -7.88776169e-01  1.52125681e+01 -8.38377562e-01
  1.54762872e+01 -8.90504670e-01  1.84619282e+01 -1.78640044e+00]"
1090,"[ 7.95187653e-01 -5.05933706e-03  1.57426605e+00 -1.36530573e-02
  2.33523603e+00 -2.57231688e-02  3.07612743e+00 -4.02121002e-02
  3.79691126e+00 -5.81194309e-02  4.49661693e+00 -7.84165857e-02
  5.17424487e+00 -1.01074568e-01  5.82976607e+00 -1.27092959e-01
  6.46123936e+00 -1.54414606e-01  7.06863577e+00 -1.84039089e-01
  7.65198427e+00 -2.14966828e-01  8.21128487e+00 -2.47197825e-01
  8.74556699e+00 -2.79703502e-01  9.25480163e+00 -3.13483440e-01
  9.73804720e+00 -3.46509484e-01  1.01963033e+01 -3.78810629e-01
  1.06275417e+01 -4.11328464e-01  1.10338197e+01 -4.42121821e-01
  1.14131380e+01 -4.71132708e-01  1.17664962e+01 -4.98390121e-01
  1.20938943e+01 -5.23894060e-01  1.23953324e+01 -5.47644525e-01
  1.26728386e+01 -5.68699929e-01  1.29253842e+01 -5.88030855e-01
  1.31559972e+01 -6.04724712e-01  1.33636487e+01 -6.19752082e-01
  1.35513377e+01 -6.33199954e-01  1.37200927e+01 -6.44097744e-01
  1.38718548e+01 -6.54502604e-01  1.49113442e+01 -7.21671815e-01]"
1091,"[ 7.64005450e-01  8.20021583e-04  1.50600617e+00  2.53003112e-03
  2.22401220e+00  3.12005367e-03  2.91901851e+00  3.59507669e-03
  3.59002012e+00  4.95008771e-03  4.23602705e+00  5.18011175e-03
  4.85803927e+00  4.29014879e-03  5.45604680e+00  4.28017383e-03
  6.02906464e+00  2.14522440e-03  6.57907776e+00  8.95262937e-04
  7.10409620e+00 -1.47968550e-03  7.60611992e+00 -4.96962096e-03
  8.08413895e+00 -7.57956842e-03  8.53916326e+00 -1.13045029e-02
  8.97218785e+00 -1.51394369e-02  9.38121774e+00 -2.00943579e-02
  9.76824290e+00 -2.41592910e-02  1.01332683e+01 -2.83342236e-02
  1.04752941e+01 -3.26241557e-02  1.07963200e+01 -3.70190874e-02
  1.10953463e+01 -4.15240186e-02  1.13733728e+01 -4.61339494e-02
  1.16313946e+01 -4.98438923e-02  1.18694166e+01 -5.36538348e-02
  1.20894389e+01 -5.75537769e-02  1.22914614e+01 -6.15437186e-02
  1.24764840e+01 -6.56186599e-02  1.26475019e+01 -6.87636135e-02
  1.28035200e+01 -7.19835667e-02  1.40746941e+01 -1.03628118e-01]"
1092,"[ 0.59505538 -0.00742276  1.16744621 -0.01735918  1.71618462 -0.02965409
  2.24012753 -0.04514021  2.73844224 -0.0626745   3.21029602 -0.08111389
  3.65439065 -0.10227899  4.07020374 -0.12305097  4.45758012 -0.14441772
  4.8165198  -0.16637925  5.14535732 -0.18664943  5.44393754 -0.20621616
  5.71340349 -0.22424672  5.95375518 -0.24074111  6.1659805  -0.25585449
  6.35023461 -0.26859897  6.50864846 -0.27829701  6.6418996  -0.28707954
  6.75227415 -0.29328112  6.8425806  -0.29835514  6.91297411 -0.30131371
  6.96740625 -0.3027775   7.00769761 -0.30404473  7.03696704 -0.30459302
  7.05750064 -0.30275691  7.05750064 -0.30275691  7.05750064 -0.30275691
  7.05750064 -0.30275691  7.05750064 -0.30275691  7.27180001 -0.31111024]"
1093,"[5.80002555e-01 1.01814392e-03 1.13000031e+00 2.88016480e-03
 1.64999848e+00 4.58607620e-03 2.13899706e+00 6.13067445e-03
 2.59699086e+00 8.51394602e-03 3.02597985e+00 1.17462982e-02
 3.42697442e+00 1.38329617e-02 3.79996416e+00 1.67739096e-02
 4.14795425e+00 1.95847661e-02 4.47194466e+00 2.22707351e-02
 4.77493015e+00 2.58474139e-02 5.05992108e+00 2.83304405e-02
 5.32890704e+00 3.17301952e-02 5.58489316e+00 3.50623025e-02
 5.83088463e+00 3.73423867e-02 6.06986578e+00 4.15860184e-02
 6.30585218e+00 4.48140527e-02 6.54183858e+00 4.80420869e-02
 6.78081973e+00 5.22857186e-02 7.02580080e+00 5.65605722e-02
 7.28078174e+00 6.08874622e-02 7.54675732e+00 6.62715789e-02
 7.82773270e+00 7.17337503e-02 8.12470787e+00 7.72791801e-02
 8.44167756e+00 8.39286694e-02 8.77864177e+00 9.16822181e-02
 9.13860047e+00 1.00555437e-01 9.52155886e+00 1.09548340e-01
 9.92750653e+00 1.20660900e-01 1.60184822e+01 3.33359084e-01]"
1094,"[ 6.13593080e-01 -1.23775816e-03  1.22019233e+00 -2.76942989e-03
  1.82083887e+00 -5.55214566e-03  2.41449157e+00 -8.62877501e-03
  3.00310670e+00 -1.09162245e-02  3.58476999e+00 -1.44967057e-02
  4.15939746e+00 -1.73719823e-02  4.72707309e+00 -2.15402906e-02
  5.28671379e+00 -2.50453821e-02  5.83831956e+00 -2.78872566e-02
  6.38193238e+00 -3.10650323e-02  6.91555403e+00 -3.46626846e-02
  7.43814338e+00 -3.77230829e-02  7.95069957e+00 -4.02042397e-02
  8.45122435e+00 -4.21901301e-02  8.93975971e+00 -4.46798724e-02
  9.41422345e+00 -4.57592055e-02  9.87469953e+00 -4.74263658e-02
  1.03221031e+01 -4.76411294e-02  1.07535208e+01 -4.85276953e-02
  1.11698677e+01 -4.80458399e-02  1.15702287e+01 -4.82357868e-02
  1.19555190e+01 -4.70573123e-02  1.23248234e+01 -4.65506403e-02
  1.26780580e+01 -4.47175344e-02  1.30163058e+01 -4.35142434e-02
  1.33394828e+01 -4.09425309e-02  1.36487141e+01 -3.99577636e-02
  1.39428747e+01 -3.76045749e-02  1.64192611e+01 -1.86101745e-02]"
1095,"[ 5.96267252e-01 -2.31602853e-03  1.17433608e+00 -5.98019740e-03
  1.73438865e+00 -9.00081896e-03  2.27533803e+00 -1.22826597e-02
  2.79818006e+00 -1.59167971e-02  3.30092306e+00 -1.97210763e-02
  3.78564980e+00 -2.28818083e-02  4.25036859e+00 -2.52168383e-02
  4.69707110e+00 -2.69083211e-02  5.12367459e+00 -2.87699458e-02
  5.53135704e+00 -2.89011020e-02  5.91894046e+00 -2.92024003e-02
  6.28651593e+00 -2.86779966e-02  6.63498821e+00 -2.84148122e-02
  6.96155193e+00 -2.61479275e-02  7.26792554e+00 -2.50470285e-02
  7.55329535e+00 -2.30293504e-02  7.81657444e+00 -2.09996597e-02
  8.05875866e+00 -1.90490336e-02  8.27885216e+00 -1.70863949e-02
  8.47884663e+00 -1.52938982e-02  8.65774622e+00 -1.35804661e-02
  8.81754262e+00 -1.21282533e-02  8.95923168e+00 -1.10283369e-02
  9.08380925e+00 -1.03717944e-02  9.19326700e+00 -1.03407802e-02
  9.28977878e+00 -9.12576135e-03  9.37614996e+00 -8.99165728e-03
  9.45346748e+00 -9.03370147e-03  1.06676493e+01  3.43372849e-03]"
1096,"[7.48017470e-01 3.29624051e-03 1.47770006e+00 1.01747019e-02
 2.18820666e+00 1.85635443e-02 2.88045631e+00 2.95376480e-02
 3.55253300e+00 4.19442118e-02 4.20435881e+00 5.67801950e-02
 4.83808351e+00 7.22075206e-02 5.45155734e+00 9.00642657e-02
 6.04593309e+00 1.08434432e-01 6.62121077e+00 1.27318020e-01
 7.17739038e+00 1.46715029e-01 7.71546888e+00 1.66703381e-01
 8.23552418e+00 1.86286115e-01 8.73747837e+00 2.06460192e-01
 9.22148728e+00 2.25231691e-01 9.68946692e+00 2.43753416e-01
 1.01404203e+01 2.61947444e-01 1.05734285e+01 2.78738895e-01
 1.09914043e+01 2.95358492e-01 1.13913569e+01 3.11572472e-01
 1.17752803e+01 3.27536676e-01 1.21412584e+01 3.42098304e-01
 1.24912851e+01 3.55413197e-01 1.28252046e+01 3.69475273e-01
 1.31411789e+01 3.82134773e-01 1.34410460e+01 3.95541458e-01
 1.37239647e+01 4.07623486e-01 1.39908542e+01 4.19455739e-01
 1.42417144e+01 4.31038216e-01 1.61841513e+01 5.39725169e-01]"
1097,"[6.10862699e-01 3.42975605e-03 1.20857526e+00 7.13109232e-03
 1.79188313e+00 1.29549931e-02 2.35906697e+00 1.86556230e-02
 2.90788093e+00 2.59523494e-02 3.43759693e+00 3.27309540e-02
 3.94795176e+00 4.09740380e-02 4.43722605e+00 4.84357663e-02
 4.90515655e+00 5.70987399e-02 5.35299780e+00 6.51119747e-02
 5.77863559e+00 7.32035374e-02 6.18292959e+00 8.24963454e-02
 6.56627467e+00 9.00164970e-02 6.92926726e+00 9.88695111e-02
 7.27316191e+00 1.07204403e-01 7.59795862e+00 1.15021174e-01
 7.90550836e+00 1.23574357e-01 8.19594275e+00 1.31872652e-01
 8.47124440e+00 1.40179294e-01 8.73253623e+00 1.47634598e-01
 8.98166922e+00 1.55493099e-01 9.21976628e+00 1.62895114e-01
 9.44768710e+00 1.70963561e-01 9.66767751e+00 1.77979071e-01
 9.88145689e+00 1.86187480e-01 1.00892885e+01 1.93606187e-01
 1.02931548e+01 2.00498427e-01 1.04937841e+01 2.08978416e-01
 1.06915710e+01 2.16072254e-01 1.28079594e+01 3.07419616e-01]"
1098,"[3.87010650e-01 8.70085499e-04 7.66011699e-01 2.66012233e-03
 1.13801310e+00 4.38016033e-03 1.50200490e+00 7.02014966e-03
 1.85899705e+00 9.59014016e-03 2.20798960e+00 1.20801320e-02
 2.55098245e+00 1.45101248e-02 2.88696565e+00 1.78700688e-02
 3.21795910e+00 2.01800637e-02 3.54394280e+00 2.34400093e-02
 3.86691665e+00 2.76699055e-02 4.18690065e+00 3.08698522e-02
 4.50487475e+00 3.50497492e-02 4.82285885e+00 3.82296962e-02
 5.13983300e+00 4.23995933e-02 5.45780710e+00 4.65794903e-02
 5.77578120e+00 5.07593873e-02 6.09575520e+00 5.49592840e-02
 6.41771910e+00 6.01791303e-02 6.74169290e+00 6.44190263e-02
 7.06665665e+00 6.96688722e-02 7.39463025e+00 7.39487675e-02
 7.72459375e+00 7.92486125e-02 8.05656715e+00 8.35685072e-02
 8.39053045e+00 8.89083515e-02 8.72749360e+00 9.42781953e-02
 9.06546671e+00 9.86580890e-02 9.40542971e+00 1.04057932e-01
 9.74740261e+00 1.08477825e-01 1.35790710e+01 1.60796487e-01]"
1099,"[ 4.78338786e-01 -7.51984910e-05  9.41650498e-01 -5.82872860e-04
  1.39001071e+00  4.75548500e-04  1.82230677e+00  1.39995506e-04
  2.23865205e+00  1.40832557e-03  2.63897097e+00  2.28196708e-03
  3.02226425e+00  2.79870738e-03  3.39056823e+00  3.88225759e-03
  3.74284586e+00  4.57111926e-03  4.07813562e+00  5.90236551e-03
  4.39639974e+00  6.87671054e-03  4.69763822e+00  7.49415435e-03
  4.98288812e+00  8.71619541e-03  5.25011309e+00  9.61912258e-03
  5.49927534e+00  9.20365005e-03  5.73148752e+00  1.04298479e-02
  5.94463770e+00  1.03754334e-02  6.14076223e+00  9.96411766e-03
  6.31790032e+00  1.02707612e-02  6.47801278e+00  1.02205035e-02
  6.62113737e+00  1.08126303e-02  6.74819782e+00  1.00107828e-02
  6.85926969e+00  9.81353260e-03  6.95635156e+00  1.01453050e-02
  7.03940565e+00  1.00068141e-02  7.11246687e+00  1.02461966e-02
  7.17449817e+00  9.90195381e-03  7.22953446e+00  9.82222235e-03
  7.27857504e+00  9.96921487e-03  8.03616801e+00  1.13427814e-02]"
1100,"[ 5.65710913e-01  1.77832403e-03  1.12444478e+00  2.99026787e-03
  1.67504305e+00  5.54836265e-03  2.21758664e+00  8.45588708e-03
  2.75008210e+00  1.15510183e-02  3.27444197e+00  1.59923004e-02
  3.78983135e+00  1.97053794e-02  4.29425680e+00  2.25284324e-02
  4.78855321e+00  2.65358134e-02  5.27196660e+00  2.86564471e-02
  5.74441605e+00  2.98870549e-02  6.20382722e+00  3.10625349e-02
  6.65143955e+00  2.92736350e-02  7.08509778e+00  2.63519746e-02
  7.50587955e+00  2.13817441e-02  7.91187232e+00  1.32043991e-02
  8.30391100e+00  3.89429373e-03  8.68116067e+00 -8.62292604e-03
  9.04254372e+00 -2.34314504e-02  9.38997267e+00 -3.93727351e-02
  9.72261263e+00 -5.85211343e-02  1.00412985e+01 -7.88022938e-02
  1.03460302e+01 -1.00216214e-01  1.06388823e+01 -1.23597792e-01
  1.09187769e+01 -1.48031220e-01  1.11887043e+01 -1.73273762e-01
  1.14486645e+01 -1.99325419e-01  1.17005701e+01 -2.25027646e-01
  1.19455794e+01 -2.52292974e-01  1.45052940e+01 -6.02330411e-01]"
1101,"[ 3.15641268e-02 -8.40178696e-04  5.90066711e-02 -1.79241923e-03
  8.44964634e-02 -2.31250270e-03  1.09986256e-01 -2.83258617e-03
  1.35476048e-01 -3.35266963e-03  1.62158295e-01 -3.11245565e-03
  1.90793294e-01 -3.30439874e-03  2.22573499e-01 -3.16820145e-03
  2.58691365e-01 -1.94356633e-03  3.00883566e-01 -1.03902644e-03
  3.48173725e-01 -2.38503238e-04  4.01538219e-01  2.41924730e-04
  4.62169502e-01  1.16255492e-03  5.31043950e-01  2.30730879e-03
  6.05992732e-01  3.13196744e-03  6.89184679e-01  4.18074977e-03
  7.80403712e-01  4.47727980e-03  8.78889535e-01  5.21401205e-03
  9.85402444e-01  5.19849200e-03  1.10015852e+00  5.40709563e-03
  1.22174922e+00  4.10314952e-03  1.35060672e+00  3.23940562e-03
  1.48553855e+00  2.05556650e-03  1.62752109e+00  3.35553610e-04
  1.77460158e+00 -1.48847597e-03  1.92775642e+00 -3.63260078e-03
  2.08405646e+00 -5.44858522e-03  2.24523838e+00 -8.34496233e-03
  2.40761275e+00 -1.04810420e-02  4.08645765e+00 -3.27699437e-02]"
1102,"[3.83255379e-01 5.60604374e-04 7.73505705e-01 1.38714474e-03
 1.16779113e+00 1.36637043e-03 1.56603568e+00 2.49683763e-03
 1.96527951e+00 3.66529569e-03 2.36456133e+00 3.83447567e-03
 2.76180661e+00 4.92695201e-03 3.15505477e+00 5.86746494e-03
 3.54430581e+00 6.65601445e-03 3.92652392e+00 8.17790605e-03
 4.30174709e+00 9.43386167e-03 4.66897603e+00 1.03858904e-02
 5.02821074e+00 1.10339924e-02 5.37841396e+00 1.23394547e-02
 5.71962368e+00 1.33029993e-02 6.05380046e+00 1.49998860e-02
 6.37998302e+00 1.63928459e-02 6.69917062e+00 1.75198698e-02
 7.01332385e+00 1.94562175e-02 7.32052012e+00 2.01273512e-02
 7.62468057e+00 2.16837903e-02 7.92380664e+00 2.40495533e-02
 8.21997286e+00 2.53020656e-02 8.51310326e+00 2.74398834e-02
 8.80427309e+00 2.85024414e-02 9.09240709e+00 3.04503050e-02
 9.37954182e+00 3.23601777e-02 9.66567727e+00 3.42320595e-02
 9.94977618e+00 3.70272377e-02 1.30514133e+01 5.28725244e-02]"
1103,"[ 1.07663043e+00 -1.18712007e-02  2.14007131e+00 -3.32836739e-02
  3.18816233e+00 -6.48145485e-02  4.22208427e+00 -1.05685486e-01
  5.23967680e+00 -1.56473615e-01  6.24016160e+00 -2.15998178e-01
  7.22471941e+00 -2.83480837e-01  8.19118994e+00 -3.59498720e-01
  9.13977439e+00 -4.43072279e-01  1.00687149e+01 -5.32819546e-01
  1.09768306e+01 -6.29518861e-01  1.18655037e+01 -7.31412336e-01
  1.27308157e+01 -8.37695133e-01  1.35747259e+01 -9.48769672e-01
  1.43944969e+01 -1.06305277e+00  1.51893502e+01 -1.17936368e+00
  1.59592858e+01 -1.29770240e+00  1.67043039e+01 -1.41806892e+00
  1.74228476e+01 -1.53810173e+00  1.81137363e+01 -1.65857917e+00
  1.87783519e+01 -1.77774335e+00  1.94157149e+01 -1.89539307e+00
  2.00270060e+01 -2.01074998e+00  2.06114468e+01 -2.12263333e+00
  2.11696146e+01 -2.23320341e+00  2.17023141e+01 -2.33854205e+00
  2.22089417e+01 -2.44158788e+00  2.26930398e+01 -2.54000590e+00
  2.31544070e+01 -2.63477563e+00  2.70129956e+01 -3.43655873e+00]"
1104,"[ 3.94248068e-01  6.78787374e-04  7.79501276e-01  1.66168379e-03
  1.15476019e+00  2.98247914e-03  1.51999103e+00  3.64174447e-03
  1.87422815e+00  4.67269862e-03  2.21847098e+00  6.04155172e-03
  2.55072067e+00  7.81588353e-03  2.87190905e+00  7.96304626e-03
  3.17910543e+00  8.58326749e-03  3.47430866e+00  9.60896745e-03
  3.75445288e+00  9.14265789e-03  4.01960566e+00  9.18319673e-03
  4.26969943e+00  7.73172606e-03  4.50280291e+00  6.85468358e-03
  4.71788287e+00  5.58643023e-03  4.91593876e+00  3.89317611e-03
  5.09493791e+00  8.43072043e-04  5.25494791e+00 -1.56502404e-03
  5.39596876e+00 -3.33111215e-03  5.51893232e+00 -6.48784010e-03
  5.62393994e+00 -8.03692100e-03  5.71089026e+00 -1.09766417e-02
  5.78188350e+00 -1.23762952e-02  5.83785152e+00 -1.42685293e-02
  5.88082697e+00 -1.57214947e-02  5.91180927e+00 -1.67689814e-02
  5.93276348e+00 -1.84779981e-02  5.94675549e+00 -1.89510566e-02
  5.94675549e+00 -1.89510566e-02  5.94675549e+00 -1.89510566e-02]"
1105,"[ 1.08491227e+00 -1.11963332e-02  2.14217005e+00 -3.31736035e-02
  3.16981224e+00 -6.55391921e-02  4.16528983e+00 -1.05743087e-01
  5.12938707e+00 -1.54962139e-01  6.06014287e+00 -2.12803730e-01
  6.95598875e+00 -2.76914157e-01  7.81810158e+00 -3.46509187e-01
  8.64353973e+00 -4.20999893e-01  9.43367636e+00 -4.98621499e-01
  1.01875309e+01 -5.79177696e-01  1.09052997e+01 -6.61687942e-01
  1.15854143e+01 -7.43798534e-01  1.22298358e+01 -8.25902092e-01
  1.28377798e+01 -9.06821763e-01  1.34092466e+01 -9.86557548e-01
  1.39456091e+01 -1.06334467e+00  1.44478479e+01 -1.13737944e+00
  1.49149825e+01 -1.20846556e+00  1.53501509e+01 -1.27621139e+00
  1.57533530e+01 -1.34061695e+00  1.61277267e+01 -1.40129063e+00
  1.64730758e+01 -1.45921296e+00  1.67927345e+01 -1.51301178e+00
  1.70884676e+01 -1.56406026e+00  1.73624325e+01 -1.61177048e+00
  1.76175707e+01 -1.65673136e+00  1.78548629e+01 -1.69913922e+00
  1.80770543e+01 -1.74056352e+00  1.99887226e+01 -2.10493185e+00]"
1106,"[ 5.48550502e-01 -9.01924632e-03  1.09723048e+00 -2.31358680e-02
  1.64424061e+00 -4.10223142e-02  2.18628283e+00 -6.41356142e-02
  2.72040143e+00 -9.19623086e-02  3.24544000e+00 -1.25316489e-01
  3.75844281e+00 -1.63684695e-01  4.25761052e+00 -2.05739376e-01
  4.74375722e+00 -2.52636930e-01  5.21606883e+00 -3.03220960e-01
  5.67257485e+00 -3.57149158e-01  6.11541693e+00 -4.13778587e-01
  6.54279574e+00 -4.71781696e-01  6.95552535e+00 -5.32314883e-01
  7.35476217e+00 -5.94564056e-01  7.73969211e+00 -6.57372819e-01
  8.11147157e+00 -7.19927078e-01  8.46992939e+00 -7.83212080e-01
  8.81540788e+00 -8.45257334e-01  9.14970637e+00 -9.07390393e-01
  9.47201078e+00 -9.68454858e-01  9.78330634e+00 -1.02862188e+00
  1.00845783e+01 -1.08806262e+00  1.03768119e+01 -1.14694822e+00
  1.06601783e+01 -1.20429345e+00  1.09346776e+01 -1.26009829e+00
  1.12030942e+01 -1.31586146e+00  1.14637999e+01 -1.36927016e+00
  1.17184231e+01 -1.42263719e+00  1.41189682e+01 -1.93607416e+00]"
1107,"[ 4.44321281e-01 -1.89708327e-03  8.85678290e-01 -4.89556895e-03
  1.32503645e+00 -7.96204153e-03  1.75843208e+00 -1.22318969e-02
  2.18683060e+00 -1.66717194e-02  2.60723373e+00 -2.13834896e-02
  3.02064092e+00 -2.63332140e-02  3.42605273e+00 -3.15548859e-02
  3.82246974e+00 -3.70824988e-02  4.21089137e+00 -4.28820594e-02
  4.59028421e+00 -4.79881390e-02  4.96068225e+00 -5.34001596e-02
  5.32208550e+00 -5.91181212e-02  5.67545937e+00 -6.41086084e-02
  6.02083787e+00 -6.93710432e-02  6.35715358e+00 -7.29405750e-02
  6.68350907e+00 -7.78494633e-02  7.00083576e+00 -8.20648705e-02
  7.30813424e+00 -8.56207902e-02  7.60540451e+00 -8.85172224e-02
  7.89068171e+00 -9.18215760e-02  8.16296642e+00 -9.55678444e-02
  8.42222465e+00 -9.87566056e-02  8.66849040e+00 -1.02387282e-01
  8.89973082e+00 -1.05528437e-01  9.11697934e+00 -1.09145501e-01
  9.32023594e+00 -1.13238474e-01  9.50946665e+00 -1.16807932e-01
  9.68473943e+00 -1.21852721e-01  1.11898826e+01 -1.88726362e-01]"
1108,"[ 5.20061436e-01  3.20668996e-04  1.01612594e+00  2.57354376e-04
  1.48819352e+00 -1.89943861e-04  1.93624818e+00 -2.13537105e-05
  2.36032190e+00 -1.23661918e-03  2.76138257e+00 -1.81999694e-03
  3.13944618e+00 -2.77135901e-03  3.49652848e+00 -5.05857874e-03
  3.83159760e+00 -6.69791145e-03  4.14768514e+00 -9.64110319e-03
  4.44377525e+00 -1.29042813e-02  4.72186766e+00 -1.64554471e-02
  4.98396212e+00 -2.02626020e-02  5.22905876e+00 -2.43417452e-02
  5.45915731e+00 -2.86608783e-02  5.67425779e+00 -3.32200011e-02
  5.87734380e+00 -3.69712437e-02  6.06644760e+00 -4.19463487e-02
  6.24453681e+00 -4.60975742e-02  6.41062756e+00 -5.04407916e-02
  6.56570372e+00 -5.39601294e-02  6.71079715e+00 -5.86393324e-02
  6.84685974e+00 -6.14627853e-02  6.97293961e+00 -6.54461033e-02
  7.09200438e+00 -6.85415445e-02  7.20205429e+00 -7.07811076e-02
  7.30512111e+00 -7.41325380e-02  7.40215669e+00 -7.55802202e-02
  7.49320904e+00 -7.81237703e-02  8.37965561e+00 -9.89438953e-02]"
1109,"[ 6.37636219e-01 -2.27392037e-04  1.25804904e+00 -1.61858800e-03
  1.86035119e+00 -3.07233025e-03  2.44365543e+00 -3.48736116e-03
  3.00675348e+00 -4.74520064e-03  3.54964535e+00 -6.84584870e-03
  4.07055653e+00 -7.58679007e-03  4.57026726e+00 -9.06354157e-03
  5.04789030e+00 -1.01748456e-02  5.50232438e+00 -1.18079628e-02
  5.93268224e+00 -1.28616356e-02  6.34084541e+00 -1.45441201e-02
  6.72393809e+00 -1.55401617e-02  7.08174631e+00 -1.78382789e-02
  7.41547831e+00 -1.95569517e-02  7.72502709e+00 -2.16904392e-02
  8.00950539e+00 -2.31374839e-02  8.26969348e+00 -2.59936025e-02
  8.50580536e+00 -2.82702768e-02  8.71982953e+00 -3.01815035e-02
  8.91066475e+00 -3.26145435e-02  9.08239505e+00 -3.50031313e-02
  9.23292490e+00 -3.81275292e-02  9.36545110e+00 -4.03202143e-02
  9.48086089e+00 -4.26824441e-02  9.58025554e+00 -4.43269578e-02
  9.66551656e+00 -4.64620117e-02  9.73774521e+00 -4.82003449e-02
  9.79793575e+00 -4.96489559e-02  9.99253401e+00 -5.44985081e-02]"
