,0
209,"[ 9.60416396e-01 -8.56423219e-03  1.92177225e+00 -2.56206619e-02
  2.88334434e+00 -4.99539894e-02  3.84367133e+00 -8.32566938e-02
  4.80178396e+00 -1.25282735e-01  5.75695901e+00 -1.74816813e-01
  6.70773514e+00 -2.33551408e-01  7.65314309e+00 -3.01240478e-01
  8.59245964e+00 -3.76668725e-01  9.52422345e+00 -4.61528627e-01
  1.04469881e+01 -5.53389586e-01  1.13595382e+01 -6.52974820e-01
  1.22596893e+01 -7.60761508e-01  1.31479335e+01 -8.74811133e-01
  1.40208708e+01 -9.96324092e-01  1.48787474e+01 -1.12433113e+00
  1.57189015e+01 -1.25712485e+00  1.65413330e+01 -1.39470528e+00
  1.73441035e+01 -1.53658032e+00  1.81272130e+01 -1.68274997e+00
  1.88882457e+01 -1.83053760e+00  1.96288942e+01 -1.98140454e+00
  2.03467427e+01 -2.13267416e+00  2.10417913e+01 -2.28434645e+00
  2.17152552e+01 -2.43569820e+00  2.23664112e+01 -2.58551411e+00
  2.29952594e+01 -2.73379417e+00  2.36017997e+01 -2.88053838e+00
  2.41877395e+01 -3.02308502e+00  2.94190053e+01 -4.37060967e+00]"
210,"[ 1.03004828e-01 -7.29720146e-05  1.91001264e-01  7.19017293e-04
  2.62998348e-01  1.36700855e-03  3.19996040e-01  1.88000162e-03
  3.63994258e-01  2.27599627e-03  3.95992962e-01  2.56399239e-03
  4.16992111e-01  2.75298983e-03  4.31991504e-01  2.88798801e-03
  4.31991504e-01  2.88798801e-03  4.31991504e-01  2.88798801e-03
  4.31991504e-01  2.88798801e-03  4.31991504e-01  2.88798801e-03
  4.31991504e-01  2.88798801e-03  4.31991504e-01  2.88798801e-03
  4.31991504e-01  2.88798801e-03  4.31991504e-01  2.88798801e-03
  4.31991504e-01  2.88798801e-03  4.31991504e-01  2.88798801e-03
  4.31991504e-01  2.88798801e-03  4.31991504e-01  2.88798801e-03
  4.31991504e-01  2.88798801e-03  4.31991504e-01  2.88798801e-03
  4.31991504e-01  2.88798801e-03  4.31991504e-01  2.88798801e-03
  4.31991504e-01  2.88798801e-03  4.31991504e-01  2.88798801e-03
  4.31991504e-01  2.88798801e-03  4.31991504e-01  2.88798801e-03
  4.31991504e-01  2.88798801e-03  7.32988313e-01  4.59699194e-03]"
211,"[ 8.55954230e-01 -1.21390147e-02  1.71193638e+00 -3.25241934e-02
  2.56649700e+00 -6.28582030e-02  3.42084629e+00 -1.02409335e-01
  4.27304233e+00 -1.50699090e-01  5.12187493e+00 -2.08459178e-01
  5.96637311e+00 -2.75450348e-01  6.80701538e+00 -3.49730686e-01
  7.64138133e+00 -4.32763607e-01  8.46776829e+00 -5.23099656e-01
  9.28641550e+00 -6.19767875e-01  1.00951418e+01 -7.23260722e-01
  1.08927230e+01 -8.30186825e-01  1.16777097e+01 -9.42248851e-01
  1.24486384e+01 -1.05702638e+00  1.32035673e+01 -1.17404093e+00
  1.39403152e+01 -1.29378494e+00  1.46586287e+01 -1.41310629e+00
  1.53570586e+01 -1.53370766e+00  1.60331704e+01 -1.65292938e+00
  1.66864857e+01 -1.77271335e+00  1.73155409e+01 -1.89063918e+00
  1.79193652e+01 -2.00646761e+00  1.84977193e+01 -2.12116959e+00
  1.90498715e+01 -2.23353493e+00  1.95760610e+01 -2.34259265e+00
  2.00750777e+01 -2.44907448e+00  2.05481317e+01 -2.55224870e+00
  2.09944913e+01 -2.65090510e+00  2.43674603e+01 -3.44082645e+00]"
212,"[0.38205478 0.03570917 0.7497596  0.07910461 1.10092914 0.13065997
 1.43508974 0.18818993 1.75176773 0.24950917 2.04780893 0.31484375
 2.32420375 0.3803182  2.58095218 0.44593255 2.81661171 0.50925385
 3.03118233 0.57028211 3.22443799 0.62586314 3.3980688  0.67746101
 3.55135351 0.72385925 3.68550859 0.76433661 3.80053402 0.79889307
 3.89861514 0.82705499 3.98047321 0.85003882 4.04804595 0.86833978
 4.10230223 0.88220545 4.14517975 0.89213104 4.17836866 0.89958063
 4.20380668 0.9050494  4.22877103 0.90833284 4.22877103 0.90833284
 4.22877103 0.90833284 4.22877103 0.90833284 4.22877103 0.90833284
 4.22877103 0.90833284 4.22877103 0.90833284 4.42709706 0.96830607]"
213,"[ 5.25519891e-01 -2.20095333e-03  1.04313245e+00 -5.97481824e-03
  1.55077091e+00 -1.04680612e-02  2.04836335e+00 -1.46832732e-02
  2.53498428e+00 -1.96898010e-02  3.00849502e+00 -2.36367021e-02
  3.46903945e+00 -2.85187947e-02  3.91647367e+00 -3.23412606e-02
  4.34980030e+00 -3.51760376e-02  4.76709644e+00 -3.81644104e-02
  5.16928757e+00 -4.02370320e-02  5.55437887e+00 -4.15377781e-02
  5.92436515e+00 -4.19227732e-02  6.27832096e+00 -4.24613640e-02
  6.61717175e+00 -4.20842037e-02  6.93992011e+00 -4.08632302e-02
  7.24963023e+00 -3.95800390e-02  7.54637402e+00 -3.92320393e-02
  7.83200244e+00 -3.76805372e-02  8.10865417e+00 -3.67764755e-02
  8.37725470e+00 -3.54505070e-02  8.64086818e+00 -3.44842276e-02
  8.90049202e+00 -3.38056995e-02  9.16004392e+00 -3.21297622e-02
  9.42166258e+00 -3.13073585e-02  9.68727088e+00 -3.01972035e-02
  9.96093039e+00 -2.95089551e-02  1.02435666e+01 -2.81732665e-02
  1.05392410e+01 -2.68997955e-02  1.51148485e+01  4.34031878e-03]"
214,"[ 3.18321220e-01 -1.26532010e-03  6.34651496e-01 -2.34052035e-03
  9.47995358e-01 -3.13054084e-03  1.25925322e+00 -4.72591304e-03
  1.56852013e+00 -6.13116539e-03  1.87470557e+00 -8.24670953e-03
  2.17890007e+00 -1.01721338e-02  2.48219416e+00 -1.10070267e-02
  2.78240677e+00 -1.25522113e-02  3.08162391e+00 -1.40023360e-02
  3.37775958e+00 -1.61627524e-02  3.67399030e+00 -1.73276974e-02
  3.96723461e+00 -1.82074625e-02  4.25848798e+00 -1.88971079e-02
  4.54775041e+00 -1.93966333e-02  4.83502189e+00 -1.97060390e-02
  5.11940202e+00 -1.87347933e-02  5.40169614e+00 -1.85688993e-02
  5.68109891e+00 -1.71223540e-02  5.95851074e+00 -1.54856889e-02
  6.23194068e+00 -1.34687841e-02  6.50337967e+00 -1.12617594e-02
  6.77282773e+00 -8.86461491e-03  7.03938443e+00 -5.18681909e-03
  7.30395018e+00 -1.31890342e-03  7.56761553e+00  3.63954372e-03
  7.82919487e+00  7.79263914e-03  8.08987380e+00  1.30362660e-02
  8.34955726e+00  1.83749529e-02  1.10803158e+01  9.61414188e-02]"
215,"[ 4.96197286e-01  5.03462298e-04  9.80399012e-01  1.33332841e-03
  1.45055152e+00  5.44738974e-04  1.90870846e+00  8.25533517e-05
  2.35284339e+00 -9.98457821e-04  2.78292909e+00 -3.69792455e-03
  3.19999240e+00 -7.04341714e-03  3.60303370e+00 -1.10077353e-02
  3.99202577e+00 -1.65905090e-02  4.36699582e+00 -2.27921082e-02
  4.72891628e+00 -3.06393634e-02  5.07681473e+00 -3.91054440e-02
  5.41071835e+00 -4.71907202e-02  5.73157238e+00 -5.69216523e-02
  6.03940402e+00 -6.72986103e-02  6.33424047e+00 -7.73219641e-02
  6.61505490e+00 -8.79641435e-02  6.88287414e+00 -9.82527187e-02
  7.13867062e+00 -1.09214520e-01  7.37949985e+00 -1.18768687e-01
  7.60830632e+00 -1.28996080e-01  7.82311797e+00 -1.38842668e-01
  8.02396200e+00 -1.47308822e-01  8.21178364e+00 -1.56421002e-01
  8.38663728e+00 -1.64179947e-01  8.54749611e+00 -1.71558089e-01
  8.69436012e+00 -1.78555425e-01  8.82925577e+00 -1.84226728e-01
  8.95015660e+00 -1.89517227e-01  9.58856657e+00 -2.19893420e-01]"
216,"[ 3.42328556e-01  3.99991338e-04  6.76620225e-01  1.43909183e-03
  1.00491797e+00  2.20828345e-03  1.32522381e+00  2.61759655e-03
  1.63949074e+00  3.75598843e-03  1.94776375e+00  4.62447144e-03
  2.25208579e+00  4.31402751e-03  2.55236689e+00  4.82263200e-03
  2.85069500e+00  4.24227919e-03  3.14797914e+00  4.61592924e-03
  3.44430928e+00  3.94560681e-03  3.74268238e+00  2.36626633e-03
  4.04405244e+00  9.21880289e-04  4.34846445e+00 -1.38653898e-03
  4.65891537e+00 -4.42403703e-03  4.97340723e+00 -8.28058350e-03
  5.29389301e+00 -1.18672211e-02  5.62046268e+00 -1.71819251e-02
  5.95311626e+00 -2.42246956e-02  6.28976578e+00 -3.10875269e-02
  6.63054621e+00 -4.07673819e-02  6.97432360e+00 -5.03122824e-02
  7.31823595e+00 -6.28541460e-02  7.66015032e+00 -7.54859792e-02
  7.99820369e+00 -9.12947146e-02  8.33026314e+00 -1.07373359e-01
  8.65442066e+00 -1.25809857e-01  8.96763429e+00 -1.45740176e-01
  9.26890506e+00 -1.67209300e-01  1.17140605e+01 -4.93544796e-01]"
217,"[ 2.83196035e-01 -7.50510074e-05  5.62409061e-01  2.18190320e-04
  8.37547006e-01 -1.16028272e-04  1.10860987e+00 -1.07770678e-03
  1.37668547e+00 -1.76316604e-03  1.64177382e+00 -2.17240605e-03
  1.90387491e+00 -2.30542680e-03  2.16389243e+00 -3.25005364e-03
  2.42092268e+00 -3.91846124e-03  2.67487361e+00 -5.30640183e-03
  2.92592936e+00 -5.42237092e-03  3.17390577e+00 -6.25787301e-03
  3.41690342e+00 -6.63300968e-03  3.65682175e+00 -7.72767936e-03
  3.89076556e+00 -8.26991053e-03  4.11873485e+00 -8.25970320e-03
  4.33964181e+00 -8.60073654e-03  4.55357850e+00 -8.29725830e-03
  4.75945710e+00 -8.25294764e-03  4.95628186e+00 -8.37573147e-03
  5.14305702e+00 -8.57353673e-03  5.31887890e+00 -7.75853807e-03
  5.48365544e+00 -6.92648774e-03  5.63629881e+00 -6.98106491e-03
  5.77699315e+00 -5.93076507e-03  5.90465063e+00 -4.67926741e-03
  6.02117070e+00 -4.40647033e-03  6.12465391e+00 -3.93247541e-03
  6.21709178e+00 -3.44142883e-03  6.80964962e+00 -2.99817426e-03]"
218,"[ 2.37217113e-01 -2.03335428e-04  4.68261484e-01 -1.78407934e-03
  6.92342382e-01 -2.65064239e-03  9.10352564e-01 -3.89983217e-03
  1.12229203e+00 -5.53164868e-03  1.32915556e+00 -7.64811776e-03
  1.53104518e+00 -9.25445766e-03  1.72885365e+00 -1.14474760e-02
  1.92258097e+00 -1.42271727e-02  2.11133438e+00 -1.64967402e-02
  2.29809822e+00 -1.85622560e-02  2.48177570e+00 -2.13164761e-02
  2.66246882e+00 -2.37646187e-02  2.84017761e+00 -2.59066838e-02
  3.01579480e+00 -2.88394789e-02  3.19041721e+00 -3.16702482e-02
  3.36205528e+00 -3.41949400e-02  3.53160176e+00 -3.75103619e-02
  3.69926070e+00 -3.96269504e-02  3.86383327e+00 -4.24322431e-02
  4.02641627e+00 -4.50334841e-02  4.18502015e+00 -4.72266217e-02
  4.34053766e+00 -5.01084637e-02  4.49307082e+00 -5.26842281e-02
  4.64162485e+00 -5.48518891e-02  4.78619976e+00 -5.66114468e-02
  4.92569873e+00 -5.88556571e-02  5.06022380e+00 -6.05897382e-02
  5.18967293e+00 -6.28084719e-02  6.19343295e+00 -7.72935144e-02]"
219,"[ 5.99157322e-01 -2.73919017e-03  1.17931800e+00 -5.83548952e-03
  1.74050083e+00 -1.02887214e-02  2.28068737e+00 -1.51366529e-02
  2.79987762e+00 -2.03792840e-02  3.29707175e+00 -2.60354100e-02
  3.77226978e+00 -3.21050308e-02  4.22645271e+00 -3.75695279e-02
  4.65762092e+00 -4.24664916e-02  5.06677421e+00 -4.67771269e-02
  5.45593104e+00 -5.14636666e-02  5.82305416e+00 -5.45640544e-02
  6.17218046e+00 -5.80027561e-02  6.50127271e+00 -5.98177156e-02
  6.81338675e+00 -6.29520171e-02  7.10946603e+00 -6.43873955e-02
  7.38956693e+00 -6.71233207e-02  7.65565151e+00 -6.91225557e-02
  7.90875718e+00 -7.23659518e-02  8.14986497e+00 -7.58348906e-02
  8.38099332e+00 -8.04916050e-02  8.60312327e+00 -8.53174763e-02
  8.81727342e+00 -9.12935328e-02  9.02444360e+00 -9.84009792e-02
  9.22663346e+00 -1.06602225e-01  9.42384300e+00 -1.15897270e-01
  9.61809066e+00 -1.27248348e-01  9.80835782e+00 -1.39674430e-01
  9.99866257e+00 -1.54100158e-01  1.22050778e+01 -4.74686728e-01]"
220,"[ 4.83999927e-01 -1.03458067e-03  9.54995766e-01 -3.01450492e-03
  1.41498750e+00 -5.94818007e-03  1.86097935e+00 -8.82300396e-03
  2.29496711e+00 -1.26473751e-02  2.71495499e+00 -1.64128950e-02
  3.12293878e+00 -2.11279621e-02  3.51792268e+00 -2.57883816e-02
  3.89990669e+00 -3.03941535e-02  4.26989081e+00 -3.49494815e-02
  4.62687084e+00 -4.04501531e-02  4.97285517e+00 -4.49045932e-02
  5.30783960e+00 -4.93127931e-02  5.63181993e+00 -5.46747439e-02
  5.94580454e+00 -5.89946669e-02  6.24979345e+00 -6.22725621e-02
  6.54677821e+00 -6.65210228e-02  6.83576305e+00 -7.07358543e-02
  7.11874794e+00 -7.49254638e-02  7.39573288e+00 -7.90898514e-02
  7.66871785e+00 -8.32374243e-02  7.93670288e+00 -8.73639789e-02
  8.20068373e+00 -9.24737100e-02  8.46366459e+00 -9.75792374e-02
  8.72464127e+00 -1.03676349e-01  8.98460954e+00 -1.11769239e-01
  9.24557781e+00 -1.19866332e-01  9.50753346e+00 -1.30967603e-01
  9.77348487e+00 -1.43085680e-01  1.32965663e+01 -6.06899617e-01]"
221,"[ 9.12576363e-01 -1.04106263e-02  1.81333461e+00 -2.72502665e-02
  2.70130214e+00 -5.02864736e-02  3.57745156e+00 -7.97516946e-02
  4.44104270e+00 -1.14440873e-01  5.29207557e+00 -1.54354010e-01
  6.12957755e+00 -1.99258658e-01  6.95549387e+00 -2.49619710e-01
  7.76713914e+00 -3.03767218e-01  8.56669103e+00 -3.61193466e-01
  9.35391710e+00 -4.22871062e-01  1.01268721e+01 -4.88335113e-01
  1.08860210e+01 -5.55640401e-01  1.16321039e+01 -6.25991982e-01
  1.23641481e+01 -6.99157409e-01  1.30823862e+01 -7.74164073e-01
  1.37865858e+01 -8.51984583e-01  1.44760065e+01 -9.31413884e-01
  1.51496759e+01 -1.01221953e+00  1.58083341e+01 -1.09560657e+00
  1.64514734e+01 -1.17939735e+00  1.70786288e+01 -1.26553708e+00
  1.76900329e+01 -1.35305315e+00  1.82847130e+01 -1.44171312e+00
  1.88624366e+01 -1.53248959e+00  1.94234363e+01 -1.62440996e+00
  1.99684522e+01 -1.71867929e+00  2.04979491e+01 -1.81335235e+00
  2.10104896e+01 -1.91014191e+00  2.58654790e+01 -3.06736614e+00]"
222,"[ 4.77167805e-01 -2.98086984e-03  9.40338697e-01 -6.25571807e-03
  1.38951268e+00 -9.82454469e-03  1.82571052e+00 -1.46661308e-02
  2.24691167e+00 -1.98226937e-02  2.65511569e+00 -2.52522365e-02
  3.04830202e+00 -2.99969767e-02  3.42851221e+00 -3.60144763e-02
  3.79470449e+00 -4.13261748e-02  4.14689985e+00 -4.69318518e-02
  4.48609809e+00 -5.28105086e-02  4.81227819e+00 -5.79623659e-02
  5.12544016e+00 -6.23874236e-02  5.42660477e+00 -6.70644627e-02
  5.71475126e+00 -7.10147023e-02  5.99090038e+00 -7.52169234e-02
  6.25503116e+00 -7.86713465e-02  6.50916414e+00 -8.23357541e-02
  6.75327833e+00 -8.52103667e-02  6.98739472e+00 -8.82949640e-02
  7.21351288e+00 -9.15475489e-02  7.43163280e+00 -9.49681214e-02
  7.64375404e+00 -9.85146847e-02  7.85087639e+00 -1.02166240e-01
  8.05499940e+00 -1.05880791e-01  8.25712284e+00 -1.09637339e-01
  8.45924629e+00 -1.13393887e-01  8.66239052e+00 -1.18129216e-01
  8.86953386e+00 -1.22780551e-01  1.19553188e+01 -2.23005928e-01]"
223,"[ 0.04097768  0.00135275  0.07495917  0.00247455  0.10291093  0.00439784
  0.12589841  0.0051567   0.15081881  0.00798046  0.15081881  0.00798046
  0.15081881  0.00798046  0.15081881  0.00798046  0.15081881  0.00798046
  0.15081881  0.00798046  0.15081881  0.00798046  0.15081881  0.00798046
  0.15081881  0.00798046  0.15081881  0.00798046  0.15081881  0.00798046
  0.15081881  0.00798046  0.15081881  0.00798046  0.15081881  0.00798046
  0.15081881  0.00798046  0.15081881  0.00798046  0.15081881  0.00798046
  0.15081881  0.00798046  0.15081881  0.00798046  0.15081881  0.00798046
  0.15081881  0.00798046  0.15081881  0.00798046  0.15081881  0.00798046
  0.15081881  0.00798046  0.17673866  0.01083722  1.07110013 -0.01566864]"
224,"[ 6.12196805e-01 -3.88230426e-03  1.21341556e+00 -8.98215794e-03
  1.80265646e+00 -1.53193561e-02  2.38193891e+00 -2.38541127e-02
  2.94924351e+00 -3.36262138e-02  3.50656986e+00 -4.45960692e-02
  4.05391797e+00 -5.67636791e-02  4.59228763e+00 -7.01092483e-02
  5.12067905e+00 -8.46525720e-02  5.63909222e+00 -1.00393650e-01
  6.14852696e+00 -1.17312687e-01  6.64798344e+00 -1.35429479e-01
  7.13844169e+00 -1.53724426e-01  7.61690229e+00 -1.72256914e-01
  8.08538465e+00 -1.91987156e-01  8.54184956e+00 -2.10955134e-01
  8.98533682e+00 -2.31180252e-01  9.41580682e+00 -2.50662901e-01
  9.83127977e+00 -2.70442475e-01  1.02337355e+01 -2.89479581e-01
  1.06191747e+01 -3.07853399e-01  1.09895971e+01 -3.25524338e-01
  1.13429832e+01 -3.41532184e-01  1.16803724e+01 -3.57856751e-01
  1.19987258e+01 -3.72557816e-01  1.23010428e+01 -3.85575993e-01
  1.25843436e+01 -3.97970471e-01  1.28506280e+01 -4.09701661e-01
  1.30978765e+01 -4.19809349e-01  1.47593130e+01 -4.75932154e-01]"
225,"[4.83998254e-01 2.38542149e-03 9.62997306e-01 3.76686167e-03
 1.43699477e+00 7.14431958e-03 1.90699302e+00 9.51859250e-03
 2.37099049e+00 1.28880871e-02 2.82998795e+00 1.62536002e-02
 3.28298542e+00 1.96143352e-02 3.72898289e+00 2.29694960e-02
 4.16898116e+00 2.53198791e-02 4.60097863e+00 2.86638913e-02
 5.02497691e+00 3.10015332e-02 5.43797598e+00 3.23304158e-02
 5.84097426e+00 3.46513348e-02 6.23197413e+00 3.49626985e-02
 6.60997322e+00 3.62637097e-02 6.97397310e+00 3.65535727e-02
 7.32197299e+00 3.68306943e-02 7.65397289e+00 3.70950748e-02
 7.96797199e+00 3.83451211e-02 8.26397190e+00 3.85808338e-02
 8.53997101e+00 3.98006196e-02 8.79697014e+00 4.10052753e-02
 9.03496926e+00 4.21948007e-02 9.25196760e+00 4.43676030e-02
 9.44996595e+00 4.65252751e-02 9.62796430e+00 4.86670206e-02
 9.78696186e+00 5.17936356e-02 9.92895942e+00 5.49067130e-02
 1.00529578e+01 5.70054569e-02 1.04969425e+01 7.63590199e-02]"
226,"[ 6.43288708e-01 -6.68117386e-03  1.28522164e+00 -1.81750264e-02
  1.92564973e+00 -3.13227955e-02  2.56472204e+00 -4.92832433e-02
  3.20201836e+00 -6.98601433e-02  3.83726752e+00 -9.40160315e-02
  4.47046952e+00 -1.21750908e-01  5.10258690e+00 -1.53335927e-01
  5.73265713e+00 -1.88499934e-01  6.36095136e+00 -2.26280393e-01
  6.98788981e+00 -2.68873532e-01  7.61374365e+00 -3.15316813e-01
  8.23755032e+00 -3.65339082e-01  8.86054354e+00 -4.18248958e-01
  9.48218098e+00 -4.75971513e-01  1.01015001e+01 -5.38235592e-01
  1.07200058e+01 -6.03387278e-01  1.13371557e+01 -6.73351642e-01
  1.19519872e+01 -7.47857531e-01  1.25647717e+01 -8.25942407e-01
  1.31742753e+01 -9.08297653e-01  1.37807691e+01 -9.93960731e-01
  1.43839822e+01 -1.08389418e+00  1.49839144e+01 -1.17809799e+00
  1.55782204e+01 -1.27383364e+00  1.61680119e+01 -1.37453104e+00
  1.67512148e+01 -1.47648912e+00  1.73282492e+01 -1.58190410e+00
  1.78974612e+01 -1.68927114e+00  2.34947208e+01 -2.92634130e+00]"
227,"[5.11579576e-01 5.68659381e-03 1.00800625e+00 1.34683291e-02
 1.48734359e+00 2.22270775e-02 1.95146807e+00 3.40791678e-02
 2.39738507e+00 4.88447082e-02 2.82727091e+00 6.36490251e-02
 3.24094568e+00 8.14867200e-02 3.63852932e+00 1.00361392e-01
 4.01902361e+00 1.20213077e-01 4.38436501e+00 1.42159903e-01
 4.73473340e+00 1.63207269e-01 5.06895069e+00 1.86289813e-01
 5.38819497e+00 2.08472897e-01 5.69340448e+00 2.30814685e-01
 5.98258282e+00 2.53195250e-01 6.25678815e+00 2.74676354e-01
 6.51502227e+00 2.95198034e-01 6.75822341e+00 3.15818455e-01
 6.98451512e+00 3.34421287e-01 7.19589377e+00 3.51126459e-01
 7.39124126e+00 3.67870407e-01 7.57073747e+00 3.81658530e-01
 7.73520070e+00 3.95545393e-01 7.88481085e+00 4.06536395e-01
 8.02038623e+00 4.17686101e-01 8.14310494e+00 4.26059875e-01
 8.25378527e+00 4.34712281e-01 8.35354536e+00 4.41706882e-01
 8.44432164e+00 4.48161807e-01 9.13801105e+00 4.90834992e-01]"
228,"[5.98212494e-01 1.34629686e-03 1.18237288e+00 4.28580968e-03
 1.75054000e+00 6.76138754e-03 2.30165627e+00 1.07431936e-02
 2.83575069e+00 1.52316482e-02 3.35082411e+00 2.01687596e-02
 3.84687652e+00 2.55545278e-02 4.32290834e+00 3.13599568e-02
 4.77792000e+00 3.75560506e-02 5.21291107e+00 4.41718053e-02
 5.62688198e+00 5.11782249e-02 6.01783356e+00 5.85173175e-02
 6.38776497e+00 6.62470750e-02 6.73570564e+00 7.33389219e-02
 7.05962739e+00 8.07344459e-02 7.36052983e+00 8.84626429e-02
 7.63941252e+00 9.65525089e-02 7.89330572e+00 1.03917476e-01
 8.12520817e+00 1.10644533e-01 8.33409129e+00 1.17704263e-01
 8.52098367e+00 1.24126083e-01 8.68688488e+00 1.29938988e-01
 8.83176592e+00 1.36142557e-01 8.95768394e+00 1.40795625e-01
 9.06658012e+00 1.45955341e-01 9.15851244e+00 1.49622546e-01
 9.23545107e+00 1.52854813e-01 9.29939516e+00 1.55710132e-01
 9.35234388e+00 1.58246496e-01 9.66612486e+00 1.70349959e-01]"
229,"[2.96197362e-01 2.03044428e-03 5.82404403e-01 3.62103052e-03
 8.61574232e-01 5.90274828e-03 1.13170879e+00 8.78762597e-03
 1.39285205e+00 1.12766314e-02 1.64595907e+00 1.44127826e-02
 1.89102985e+00 1.81960795e-02 2.12810837e+00 2.16274900e-02
 2.35715065e+00 2.57060461e-02 2.57720164e+00 2.93887301e-02
 2.79025941e+00 3.27635134e-02 2.99532491e+00 3.57864103e-02
 3.19335321e+00 3.95004387e-02 3.38538731e+00 4.29505523e-02
 3.57042819e+00 4.60927653e-02 3.75047391e+00 4.90150492e-02
 3.92548048e+00 5.27164363e-02 4.09653490e+00 5.52428480e-02
 4.26459224e+00 5.76373023e-02 4.42965247e+00 5.98997992e-02
 4.59371367e+00 6.21183103e-02 4.75577681e+00 6.42488498e-02
 4.91888297e+00 6.54243429e-02 5.08094611e+00 6.75548824e-02
 5.24505130e+00 6.87743613e-02 5.41115455e+00 7.00818118e-02
 5.57925586e+00 7.14772340e-02 5.75035428e+00 7.30046135e-02
 5.92349474e+00 7.36209325e-02 8.04384343e+00 6.68796499e-02]"
230,"[ 4.32356506e-01 -7.33835903e-03  8.46212320e-01 -1.88867513e-02
  1.24186097e+00 -3.16595714e-02  1.61731206e+00 -4.54611328e-02
  1.97545334e+00 -6.15801669e-02  2.31548530e+00 -7.79284270e-02
  2.63820745e+00 -9.65941599e-02  2.94490854e+00 -1.14689603e-01
  3.23748111e+00 -1.33405645e-01  3.51502781e+00 -1.51649241e-01
  3.77944120e+00 -1.70611279e-01  4.03181433e+00 -1.89394400e-01
  4.27423543e+00 -2.07199089e-01  4.50551363e+00 -2.25917906e-01
  4.72892806e+00 -2.42858776e-01  4.94418519e+00 -2.61007304e-01
  5.15257375e+00 -2.77475727e-01  5.35389805e+00 -2.94254450e-01
  5.55014850e+00 -3.11539159e-01  5.74152078e+00 -3.27339450e-01
  5.92891226e+00 -3.42748368e-01  6.11222508e+00 -3.58761115e-01
  6.29354750e+00 -3.74578175e-01  6.47198216e+00 -3.89106504e-01
  6.64832858e+00 -4.04434349e-01  6.82467499e+00 -4.19762193e-01
  7.00002620e+00 -4.34992195e-01  7.17537741e+00 -4.50222196e-01
  7.35072862e+00 -4.65452197e-01  9.26764952e+00 -6.31808093e-01]"
231,"[ 4.42190706e-01 -6.15989117e-04  8.61392318e-01 -5.23774674e-04
  1.25754325e+00 -1.72240833e-03  1.63070509e+00 -2.21283844e-03
  1.98184658e+00 -3.02538227e-03  2.31199801e+00 -3.19130546e-03
  2.62009830e+00 -4.67886821e-03  2.90820807e+00 -5.55060178e-03
  3.17732685e+00 -5.83729763e-03  3.42842338e+00 -6.56927305e-03
  3.66049812e+00 -7.71573657e-03  3.87658045e+00 -8.36953675e-03
  4.07766989e+00 -8.56146504e-03  4.26473517e+00 -9.32183873e-03
  4.43780710e+00 -9.65113200e-03  4.59985345e+00 -1.06412451e-02
  4.75090502e+00 -1.12926521e-02  4.89396038e+00 -1.16977274e-02
  5.02998826e+00 -1.28867883e-02  5.16004979e+00 -1.28915747e-02
  5.28808147e+00 -1.38343039e-02  5.41411410e+00 -1.47154503e-02
  5.54114625e+00 -1.56273881e-02  5.67120778e+00 -1.56321745e-02
  5.80723566e+00 -1.68212354e-02  5.95026023e+00 -1.82258366e-02
  6.10431037e+00 -1.89696179e-02  6.27135435e+00 -2.01136883e-02
  6.45239170e+00 -2.16888391e-02  9.99886569e+00 -6.09085448e-02]"
232,"[5.96118131e-01 2.67842209e-03 1.17114475e+00 5.74184847e-03
 1.72408627e+00 9.30324117e-03 2.25306843e+00 1.45821236e-02
 2.75786533e+00 1.95912971e-02 3.23969648e+00 2.62049983e-02
 3.69634877e+00 3.26619527e-02 4.12992234e+00 3.97298354e-02
 4.53931065e+00 4.65280092e-02 4.92451368e+00 5.30564742e-02
 5.28652505e+00 5.92022682e-02 5.62545771e+00 6.59589906e-02
 5.94219229e+00 7.22200800e-02 6.23672881e+00 7.79855364e-02
 6.51006086e+00 8.31423978e-02 6.76318203e+00 8.75777022e-02
 6.99708593e+00 9.11784874e-02 7.21188552e+00 9.49383529e-02
 7.40846143e+00 9.77507372e-02 7.58891383e+00 1.00383316e-01
 7.75324272e+00 1.02836088e-01 7.90343530e+00 1.04883130e-01
 8.04048516e+00 1.06411481e-01 8.16538590e+00 1.07308177e-01
 8.27924409e+00 1.08453857e-01 8.38404693e+00 1.09622595e-01
 8.48067504e+00 1.09707831e-01 8.57034796e+00 1.10583802e-01
 8.65295273e+00 1.11256907e-01 9.33002731e+00 1.17815157e-01]"
